Profile_Id,Profile_Name,Profile_Link,Designation,Interested_In,No_Of_Citations
159,Dr. Adegoke Omotayo Olubanwo,https://scholar.google.co.uk/citations?hl=en&user=yjgGMkQAAAAJ,"Ass. Professor in Civil & Structural Engineering, Coventry University",Mixture optimization Concrete overlay Finite element ,734
160,ALESSIO FACCIA,https://scholar.google.co.uk/citations?hl=en&user=Ij6x4uEAAAAJ,Coventry University,Accounting Finance AIS Business Administration ,731
161,Louise Moody,https://scholar.google.co.uk/citations?hl=en&user=ogn2L8YAAAAJ,"Professor, Coventry University",Human Factors & Health Design ,721
162,Kashif Iqbal,https://scholar.google.co.uk/citations?hl=en&user=hP_pesAAAAAJ,"Assistant Lecturer in Computer Science, Coventry University",Image and Information Retrieval Image Processing Computer Vision Biometric Security Collaborative Computing and Agents ,714
163,Dr. Huma Shah,https://scholar.google.co.uk/citations?hl=en&user=cmS6qXQAAAAJ,Senior Lecturer and Research Scientist: 'Trust in AI'. Coventry University,Artificial Intelligence AI Ethics & Trust Turing Test Natural Language Deception-detection ,707
164,David Bek,https://scholar.google.co.uk/citations?hl=en&user=rt6a9xYAAAAJ,Coventry University,Economic geography ethical trade sustainability global production networks ,705
165,Joanna Wheeler,https://scholar.google.co.uk/citations?hl=en&user=2qIMUFIAAAAJ,Coventry University,,703
166,priscilla claeys,https://scholar.google.co.uk/citations?hl=en&user=O5BpOckAAAAJ,"Centre for Agroecology, Water and Resilience (CAWR), Coventry University",rights of peasants food sovereignty right to food human rights gender ,696
167,Mingwen Bai,https://scholar.google.co.uk/citations?hl=en&user=s2wvrfUAAAAJ,Assistant Professor in Materials Mechanics and Measurement at Coventry University,Thermal Barrier Coatings Corrosion Oxidation Thermal Spray Coatings ,686
168,Jason Ferdinand,https://scholar.google.co.uk/citations?hl=en&user=NPrURisAAAAJ,Coventry University,Economic and Industrial Espionage Knowledge Management IP Security IP Theft ,685
169,Dr Augustine Osamor Ifelebuegu,https://scholar.google.co.uk/citations?hl=en&user=bQQvgqUAAAAJ,"Associate Professor in Energy & Environment, Coventry University",Water & Environmental Engineering Sustainability Energy Safety Project Management ,675
170,Hoang Nga Nguyen,https://scholar.google.co.uk/citations?hl=en&user=KhD1YdEAAAAJ,Coventry University,formal methods cybersecurity railway automotive autonomous ,674
171,Dr. Syed Aziz Shah,https://scholar.google.co.uk/citations?hl=en&user=pLmSwZcAAAAJ,"Associate Professor - Centre for Intelligent Healthcare, Coventry University, UK.",THz Sensing Radar Technology Physiological Measurement Non-Invasive … AI/Machine Learning Healthcare Technology ,673
172,Neil Renwick,https://scholar.google.co.uk/citations?hl=en&user=JNGntxwAAAAJ,"Professor of Global Security, Coventry University",Chinese Politics Foreign Relations and Security East Asian International relations Myanmar-China Relations International Rel ,670
173,Michael Kennedy,https://scholar.google.co.uk/citations?hl=en&user=2SvQXbAAAAAJ,"Senior Lecturer, Coventry University",Ecology Biomonitoring Conservation Biology Water Quality Ecohydrology ,665
174,Chris Pringle,https://scholar.google.co.uk/citations?hl=en&user=hca9cVsAAAAJ,"Assistant Professor in Fluid Dynamics, Coventry University",Fluid Dynamics ,664
175,Kai Peters,https://scholar.google.co.uk/citations?hl=en&user=e-002LQAAAAJ,Coventry University,leadership strategy higher education ,653
176,Farhan Ahmad,https://scholar.google.co.uk/citations?hl=en&user=mfQxej8AAAAJ,"Assistant Professor, Institute for Future Transport and Cities, Coventry University, UK",Vehicular Networks (VANETs) Trust Models Mobile Communication (LTE-A 5G) Blockchain ,649
177,Mansour Al Qubeissi,https://scholar.google.co.uk/citations?hl=en&user=EwWcKisAAAAJ,Coventry University,Heat and mass transfer CFD Blended fuels Thermofluid mechanics ,639
178,John Halloran,https://scholar.google.co.uk/citations?hl=en&user=ZO6ENnMAAAAJ,"Assistant Professor of User Experience Design, Coventry University",user experience design hci sociotechnical systems cscw ,635
179,Xiang Fei,https://scholar.google.co.uk/citations?hl=en&user=nTeoSu4AAAAJ,"Senior Lecturer of Computing, Coventry University",data stream mining in IoT scheduling for Internet and Cloud Computing ,633
180,Simon McMahon,https://scholar.google.co.uk/citations?hl=en&user=hzvD33AAAAAJ,"Research Fellow, Centre for Trust, Peace and Social Relations, Coventry University",Migration politics of migration Southern European politics EU politics ,626
181,Damian Stanley,https://scholar.google.co.uk/citations?hl=en&user=_QkRMZAAAAAJ,"Senior Research Assistant, Coventry University",Psychology ,625
182,David Durling,https://scholar.google.co.uk/citations?hl=en&user=hzNSwaUAAAAJ,Coventry University UK,Design PhD ,622
183,Erik Borg,https://scholar.google.co.uk/citations?hl=en&user=VOoQa4oAAAAJ,"Centre for Academic Writing, Coventry University",Academic writing multimodal communication plagiarism ,610
184,sarah whatley,https://scholar.google.co.uk/citations?hl=en&user=HfgFDt8AAAAJ,Coventry University,Dance performing arts ,608
185,Kristina Curtis,https://scholar.google.co.uk/citations?hl=en&user=K9wMlB4AAAAJ,Coventry University,Behaviour change Public Health eHealth UCD Childhood obesity ,602
186,Thierry PLATINI,https://scholar.google.co.uk/citations?hl=en&user=V7U7bJEAAAAJ,Coventry University,Statistical Physics Open Quantum Systems Biophysics ,590
187,Dr. Pratik Shukla,https://scholar.google.co.uk/citations?hl=en&user=iZ9jxGwAAAAJ,Coventry University,Laser Materials Processing Laser Peening Laser-beam Characterization Manufacturing Materials Science ,587
188,Seong Ki Yoo,https://scholar.google.co.uk/citations?hl=en&user=u3Wuqm0AAAAJ,Coventry University,Channel Measurements and Modeling (Wearable) Internet of Things Vehicular Communications mmWave Communications Future Cities ,574
189,Jinlei Shang,https://scholar.google.co.uk/citations?hl=en&user=JAVEY14AAAAJ,"Coventry University, University of Birmingham",Hydrogen Fuel Cell Hybrid Battery Electric Vehicle Power-train efficiency ,570
190,Sara Sharifzadeh,https://scholar.google.co.uk/citations?hl=en&user=p3hFOZgAAAAJ,Lecturer-Coventry University,Artificial Intelligence Machine Learning Image/Signal Processing Multivariate analysis Intelligent Automation ,560
191,David Waugh,https://scholar.google.co.uk/citations?hl=en&user=reSYdqEAAAAJ,Reader/Associate Professor at Coventry University,Laser surface engineering wettability adhesion bioengineering materials science ,559
192,Dr CD Thake (Doug Thake),https://scholar.google.co.uk/citations?hl=en&user=LY0Xt_oAAAAJ,"Senior Lecturer in Human Physiology, Coventry University",Environmental physiology exercise science ,557
193,Jiangtao Wang,https://scholar.google.co.uk/citations?hl=en&user=9uIhuHkAAAAJ,"Associate Professor, Coventry University, United Kingdom",Ubiquitous Computing Mobile Crowdsourcing Intelligent Healthcare ,554
194,Emma Holdsworth,https://scholar.google.co.uk/citations?hl=en&user=N7EFBiUAAAAJ,Coventry University,Forensic Psychology Offender Rehabilitation Brief Solution-Focused Therapy Psychology in the Criminal Justice System ,547
195,Joseph Fernandes,https://scholar.google.co.uk/citations?hl=en&user=Qyhjni4AAAAJ,Coventry University,Accounting and Finance ,543
196,Mark Elshaw,https://scholar.google.co.uk/citations?hl=en&user=wPywZB0AAAAJ,Coventry University,Machine learning and robotics ,542
197,Math Noortmann,https://scholar.google.co.uk/citations?hl=en&user=uraWK6gAAAAJ,"Centre for Trust, Peace and Social Relations, Coventry University",transnational law security UN non-state actors ,536
198,Stavros-Richard Christopoulos,https://scholar.google.co.uk/citations?hl=en&user=8kOpvOEAAAAJ,"Faculty of Engineering, Environment and Computing, Coventry University",Complex systems Statistical Physics Condensed Matter Physics Advanced atomic scale techniques Natural Time analysis ,524
199,Stefanie Lemke,https://scholar.google.co.uk/citations?hl=en&user=aSbrutkAAAAJ,"Senior Research Fellow, Coventry University, UK",food and nutrition security local food systems sustainable diets and livelihoods right to adequate food gender ,524
200,Gemma Foster (nee Sutton),https://scholar.google.co.uk/citations?hl=en&user=lml5pUQAAAAJ,"Research Assistant, Coventry University",,522
201,James Bennett,https://scholar.google.co.uk/citations?hl=en&user=DOBxIMgAAAAJ,"Dr Environmental Studies, Coventry University",Ecology rangelands governance common property. ,522
202,Samantha Clarke,https://scholar.google.co.uk/citations?hl=en&user=JajjwyoAAAAJ,Coventry University,computing games game design gamification game based learning ,519
203,Aiping Xu,https://scholar.google.co.uk/citations?hl=en&user=ttZDCjAAAAAJ,Coventry University,Control theory Education ,517
204,Jonathan Eden,https://scholar.google.co.uk/citations?hl=en&user=w3q0eewAAAAJ,"Centre for Agroecology, Water and Resilience (CAWR), Coventry University",,515
205,Dr. Evangelos I. Gkanas,https://scholar.google.co.uk/citations?hl=en&user=vS2sdwkAAAAJ,"Centre for Advanced Low Carbon Propulsion Systems, Coventry University",Advanced Materials for Energy Storage Renewable Energy High-Power Energy Storage ,513
206,Essam Abo-Serie,https://scholar.google.co.uk/citations?hl=en&user=EnasExcAAAAJ,"Coventry University, School of Mechanical, Aerospace and Automotive Engineering",Liquid Spray Aerodynamics GDI Thermofluids Heat Transfer ,512
207,Joel Busher,https://scholar.google.co.uk/citations?hl=en&user=GZ9EPOEAAAAJ,"Associate Professor, Coventry University",anti-minority activism dynamics of political violence PVE societal impacts of counter-terrorism policy enactment ,508
208,nikolaos kelaidis,https://scholar.google.co.uk/citations?hl=en&user=Ik_vchEAAAAJ,Coventry University,2D materials graphene MAX phases electrical characterization ,506
209,Susanne Horn,https://scholar.google.co.uk/citations?hl=en&user=bSDmgrUAAAAJ,"Senior Lecturer in Numerical and Mathematical Fluid Dynamics, Coventry University",Fluid Dynamics Planetary Science Rayleigh-Bénard Convection Turbulence Rotating Flows ,505
210,Dr Rasha Kassem,https://scholar.google.co.uk/citations?hl=en&user=QHXX61sAAAAJ,Coventry University,Assistant Professor ,500
211,Anh Lan Ho Tran,https://scholar.google.co.uk/citations?hl=en&user=_r9ot_oAAAAJ,Coventry University,Humanitarian Engineering Engineering Education Water and sanitation hygiene (WASH) Renewable energy Appropriate technology ,499
212,Ernesto Mastrocinque,https://scholar.google.co.uk/citations?hl=en&user=8omh9iUAAAAJ,Coventry University,Supply Chains Manufacturing Industry 4.0 Sustainability Optimisation ,489
213,Ernest O. Nnadi,https://scholar.google.co.uk/citations?hl=en&user=Xf0KCdMAAAAJ,"Coventry University, UK",,487
214,Lisa Ganobcsik-Williams,https://scholar.google.co.uk/citations?hl=en&user=F-x6uEYAAAAJ,"Head of Centre for Academic Writing, Coventry University",Academic Writing Composition & Rhetoric WID/WAC Writing Program Administration Writing Centers/Writing Centres ,475
215,Dr Jess Rollason,https://scholar.google.co.uk/citations?hl=en&user=zP4VnjMAAAAJ,Lecturer Coventry University,Biomolecular Sciences - Microbiology ,472
216,Prof Marina Orsini-Jones,https://scholar.google.co.uk/citations?hl=en&user=Twb2V6sAAAAJ,Professor in Education Practicel/School of Humanities Coventry University,e-learning threshold concepts computer mediated discourse Computer Assisted Language Learning Online International Learning ,471
217,Adam Jowett,https://scholar.google.co.uk/citations?hl=en&user=lCKtWeYAAAAJ,Coventry University,LGBTQ issues Same-sex marriage Conversion Therapy Social Psychology Health Psychology ,467
218,Christo Panchev,https://scholar.google.co.uk/citations?hl=en&user=VaBsGb0AAAAJ,"Senior Lecturer, Coventry University, UK",Cybersecurity: Penetration Testing Intrusion Detection Systems Intelligent Systems: Machine Learning Neural Networks Mathema ,462
219,Naveed Iqbal,https://scholar.google.co.uk/citations?hl=en&user=VHJ6H1AAAAAJ,Coventry University,Physics Nuclear Engineering Materials Science Manufacturing Welding & Joining ,455
220,Victoria Bloom,https://scholar.google.co.uk/citations?hl=en&user=Rzz6lRgAAAAJ,"Lecturer, Coventry University",computer vision machine learning action recognition ,448
221,EJ (Elisabeth-Jane) Milne,https://scholar.google.co.uk/citations?hl=en&user=dyTb38kAAAAJ,"Associate Professor, Centre of Trust, Peace and Social Relations, Coventry University",Young People Critical participation Participatory Arts Based Methods Applied Ethics Consumer Involvement in Health Research ,447
222,Felix Rösch,https://scholar.google.co.uk/citations?hl=en&user=ZnJaRv8AAAAJ,Coventry University,International Relations Theory Intellectual History History of International Relations ,443
223,James Jewkes,https://scholar.google.co.uk/citations?hl=en&user=Wb1lvqoAAAAJ,"Senior Lecturer, Coventry University",LES DNS Boundary Layers Jets Computational Haemodynamics ,443
224,Naomi Bartle,https://scholar.google.co.uk/citations?hl=en&user=pvlsNaEAAAAJ,Coventry University,Health Psychology Social Norms Breastfeeding ,439
225,Louise Bradley,https://scholar.google.co.uk/citations?hl=en&user=2CBaJgMAAAAJ,"Centre for Research in Psychology, Behaviour and Acheivement, Coventry University",conversation analysis children's social interactions social emotional and behavioural difficulties ADHD autism ,435
226,Anna Cartwright,https://scholar.google.co.uk/citations?hl=en&user=aPL0w-sAAAAJ,Coventry University,Behavioural Economics Game Theory Cybersecurity ,428
227,Fei He,https://scholar.google.co.uk/citations?hl=en&user=i2pISu4AAAAJ,"Senior Lecturer, Coventry University",Nonlinear Signal Processing System Identification Statistical Machine Learning Computational Neuroscience Systems Biology ,428
228,Faris elasha,https://scholar.google.co.uk/citations?hl=en&user=qEWxAlwAAAAJ,Coventry University,Condition Monitoring Vibration and fault dianostics ,427
229,Bastien Dieppois,https://scholar.google.co.uk/citations?hl=en&user=Td4MHK4AAAAJ,"Assistant Professor, Centre for Agroecology, Water and Resilience, Coventry University",Decadal hydro-climatic variability ,424
230,Adam Baird,https://scholar.google.co.uk/citations?hl=en&user=ycCYzbgAAAAJ,Coventry University,gangs masculinities violence Latin America Caribbean ,422
231,Saeid Hadidimoud,https://scholar.google.co.uk/citations?hl=en&user=a4v7llQAAAAJ,"Coventry University, UK",Structural Integrity Solid Mechanics Fracture Fatigue Residual Stresses ,421
232,Esin Yoruk,https://scholar.google.co.uk/citations?hl=en&user=mR-2BqUAAAAJ,"Senior Lecturer, ICTE, CBiS, Coventry University",entrepreneurship innovation studies ,415
233,Dr. Isaiah Oino,https://scholar.google.co.uk/citations?hl=en&user=8ORzitwAAAAJ,Coventry University,Corporate Finance and Economics ,413
234,Colin Anderson,https://scholar.google.co.uk/citations?hl=en&user=1hdMPwEAAAAJ,"Associate Professor, Centre for Agroecology, Water and Resilience at Coventry University",Environmental Studies Agro-Food Studies Participatory Research ,410
235,Jana Fried,https://scholar.google.co.uk/citations?hl=en&user=PIAwJ4YAAAAJ,"Centre for Agroecology, Water and Resilience, Coventry University, UK",,410
236,Oliver Curnick,https://scholar.google.co.uk/citations?hl=en&user=3nP79WwAAAAJ,Coventry University,Electrochemistry energy storage power sources batteries fuel cells ,408
237,Dr Xingang Wang,https://scholar.google.co.uk/citations?hl=en&user=KWu9tI4AAAAJ,"Senior lecturer, Coventry University",Computer networks Performance modeling Network security ,407
238,David Jarvis,https://scholar.google.co.uk/citations?hl=en&user=mBGaeIUAAAAJ,Coventry University,Economic Geography Rural Geography Economic Development ,401
239,David Prytherch,https://scholar.google.co.uk/citations?hl=en&user=GBbDwmYAAAAJ,"Senior Research Fellow, Coventry University, Faculty of Arts and Humanities",Haptics evolutionary biology neuroplasticity wellbeing dementia ,390
240,James Griffin,https://scholar.google.co.uk/citations?hl=en&user=yo8RX5kAAAAJ,"Assoc. Prof. of NDT and Manufacturing Engineering, Coventry University",Artificial Intelligence Automation Manufacturing and Mechatronics ,389
241,Dr. Thomas Statheros,https://scholar.google.co.uk/citations?hl=en&user=V_5nAPIAAAAJ,Coventry University,Autonomous Systems Artificial Intelligence Avionics Systems Safety-Critical Systems Renewable Energy ,389
242,Michelle Farrell,https://scholar.google.co.uk/citations?hl=en&user=GOHoDFIAAAAJ,"Assistant Professor (Physical Geography), Coventry University",palaeoecology Quaternary science environmental archaeology prehistory ,388
243,Md. Hafij Ullah,https://scholar.google.co.uk/citations?hl=en&user=Roi7iqkAAAAJ,"Coventry Business School, Coventry University, UK",Social & Environmental Accounting and … Accountability Islamic Accounting Islamic banking Shariah Compliance ,388
244,Bilal Ahmad,https://scholar.google.co.uk/citations?hl=en&user=HUNUpxUAAAAJ,"Research Fellow, Coventry University",Materials Engineering ,386
245,Kim CM Bul,https://scholar.google.co.uk/citations?hl=en&user=Tqb5MEIAAAAJ,"Research Associate, Serious Games Institute, Coventry University",serious games ehealth mental health care ,384
246,Adedeji Aremu,https://scholar.google.co.uk/citations?hl=en&user=Oup28YIAAAAJ,Assistant Lecturer Coventry University,3D printing finite element analysis Computational Fluid Dynamics TPMS lattices ,379
247,Luis Pereira,https://scholar.google.co.uk/citations?hl=en&user=nPErrzYAAAAJ,Coventry University,Digital Literacy Technology-Enhanced Learning Media Education ,376
248,David Trujillo,https://scholar.google.co.uk/citations?hl=en&user=hqcZIioAAAAJ,"Assistant Professor, Coventry University",Bamboo Timber Earthquake Engineering ,376
249,James Shippen,https://scholar.google.co.uk/citations?hl=en&user=jpNNXEQAAAAJ,"Principal Lecturer, Coventry University",Biomechanics ,375
250,Bogdan Teaca,https://scholar.google.co.uk/citations?hl=en&user=yYQB-csAAAAJ,Coventry University,Mathematical Physics Turbulence Plasma Physics Magnetohydrodynamics Astrophysics and Fusion ,374
251,Lindsey Appleyard,https://scholar.google.co.uk/citations?hl=en&user=EpYfQqAAAAAJ,Coventry University,Financial Geographies Financialization Inclusive Economies Financial Inclusion Financial Capability ,369
252,Danielle Hodson,https://scholar.google.co.uk/citations?hl=en&user=DBcluxMAAAAJ,Coventry University,Brain Obesity Vascular Function Exercise ,368
253,Husni Kharouf,https://scholar.google.co.uk/citations?hl=en&user=z3kuMocAAAAJ,Coventry University,,364
254,Martin Wilkes,https://scholar.google.co.uk/citations?hl=en&user=5ZSJDXYAAAAJ,"Research Fellow, Centre for Agroecology, Water and Resilience, Coventry University",Ecology ,364
255,Homayoon Sadeghi Pouya,https://scholar.google.co.uk/citations?hl=en&user=h1GLjccAAAAJ,"Research Fellow, Coventry University",Concrete technology Corrosion ,364
256,Caroline Wilson,https://scholar.google.co.uk/citations?hl=en&user=6eA22bMAAAAJ,Coventry University,communication behaviour evaluation higher education gender ,361
257,James Shuttleworth,https://scholar.google.co.uk/citations?hl=en&user=EOy0saAAAAAJ,Coventry University,Image analysis machine vision python programming cyber security ,359
258,Dr Jane Osmond,https://scholar.google.co.uk/citations?hl=en&user=VewD7poAAAAJ,Coventry University,health and well-being threshold concepts ,354
259,Sheila Leddington Wright,https://scholar.google.co.uk/citations?hl=en&user=tz0lyikAAAAJ,Coventry University,Functional movement exercise prescription & sports therapy ,336
260,Brian-Vincent Ikejiaku,https://scholar.google.co.uk/citations?hl=en&user=l6EgrxcAAAAJ,Faculty Member - Coventry University,Int. law global law law & dev int. law & IR politics/IR & int. dev ,332
261,Anil Kashyap,https://scholar.google.co.uk/citations?hl=en&user=7QXmIkAAAAAJ,Coventry University,Urban Regeneration Energy Efficiency Infrastructure Financing ,329
262,Panagiotis Andrikopoulos,https://scholar.google.co.uk/citations?hl=en&user=-2W2NXsAAAAJ,"Centre for Financial and Corporate Integrity, Coventry University",Stock Market Efficiency Behavioural Finance Corporate Finance ,328
263,Dr Katie Newby,https://scholar.google.co.uk/citations?hl=en&user=28lREzcAAAAJ,Coventry University,Health behaviour change intervention development and evaluation risk appraisal sexual health ,317
264,Matteo Rubinato,https://scholar.google.co.uk/citations?hl=en&user=Qgudf3UAAAAJ,Coventry University,Environmental Fluid Mechanics Urban Drainage and SuDS (Sustainable … ,316
265,Dr Christophe Bastien,https://scholar.google.co.uk/citations?hl=en&user=0PccjN4AAAAJ,Coventry University,Researcher in automotive safety and … ,315
266,Kate Walker,https://scholar.google.co.uk/citations?hl=en&user=6G-3kkUAAAAJ,"Research Associate, Coventry University",Violence and Interpersonal Aggression Interventions for intimate partner violence ,313
267,"Gueorgui I. Kolev, Ph.D.",https://scholar.google.co.uk/citations?hl=en&user=2gem0vYAAAAJ,"Associate Professor in Economics, Coventry University",Empirical Corporate Finance and Governance Empirical Asset Pricing Behavioral Finance Executive Compensation Behavioral Deci ,308
268,Simon Smith,https://scholar.google.co.uk/citations?hl=en&user=UQdgF0oAAAAJ,Coventry University,corpus linguistics data-driven learning EAP ELT Chinese ,308
269,Mark Evans,https://scholar.google.co.uk/citations?hl=en&user=xs5S_pkAAAAJ,Coventry University,theatre theatre training acting performance ,307
270,Ian M Marshall,https://scholar.google.co.uk/citations?hl=en&user=_6enDF8AAAAJ,Coventry University,Computer Games Effort Estimation Courseware Multimedia ,307
271,Kambiz Rakhshan,https://scholar.google.co.uk/citations?hl=en&user=CnYJ_iQAAAAJ,"Centre for the Built and Natural Environment, Coventry University",Sustainable Buildings Circular Economy Building energy use Machine learning R ,298
272,Christine Broughan,https://scholar.google.co.uk/citations?hl=en&user=axkE2IUAAAAJ,"Professor of Higher Education, Coventry University",Inclusion diversity HE ,296
273,James Dawson,https://scholar.google.co.uk/citations?hl=en&user=Wq1Ml4YAAAAJ,Coventry University,Democratization Central and Eastern Europe European Union Bulgaria Serbia ,294
274,Michelle Evans,https://scholar.google.co.uk/citations?hl=en&user=jYRlrNwAAAAJ,Coventry University,Sports Therapy Strength and Conditioning ,291
275,Subhasisa Nath,https://scholar.google.co.uk/citations?hl=en&user=bmsodA4AAAAJ,"Research fellow, Coventry University",Surface engineering Laser material processing Thermal Spray Coating ,290
276,Serena Hussain,https://scholar.google.co.uk/citations?hl=en&user=BAwvivsAAAAJ,"Associate Professor, Centre for Trust, Peace and Social Relations",,290
277,Vit Janik,https://scholar.google.co.uk/citations?hl=en&user=DEP3UPMAAAAJ,Coventry University,Physical Metallurgy ,289
278,Gordon McGregor,https://scholar.google.co.uk/citations?hl=en&user=v93gAbQAAAAJ,"Associate Professor, Coventry University",Clinical exercise physiology ,289
279,emma vardy,https://scholar.google.co.uk/citations?hl=en&user=9VgnR9cAAAAJ,"Research Associate, Coventry University",Educational Psychology ,287
280,Simon Burtonshaw-Gunn,https://scholar.google.co.uk/citations?hl=en&user=LLiCtWIAAAAJ,Coventry University,Risk Operations Management Strategic Management ,285
281,Yue Guo,https://scholar.google.co.uk/citations?hl=en&user=_GEBXJIAAAAJ,"Professor, Coventry University",Automotive EV Energy Storage Battery Modelling ,283
282,Andrew Perchard,https://scholar.google.co.uk/citations?hl=en&user=7IRlWGcAAAAJ,Coventry University,Economic Business & Labour History ,282
283,Ahmad Ehsani,https://scholar.google.co.uk/citations?hl=en&user=tl39qskAAAAJ,PhD Student; Built & Natural Environment Research Centre; Coventry University,Civil Engineering Materials Concrete Technology Advanced Materials in Cement & Concrete … Nanotechnology in Concrete ,280
284,Elpida Prasopoulou,https://scholar.google.co.uk/citations?hl=en&user=uSTnyiQAAAAJ,Coventry University,Digital Innovation Information Infrastructures Information Systems ,279
285,Benoit Senaux,https://scholar.google.co.uk/citations?hl=en&user=U1iBMvMAAAAJ,"Principal Lecturer in Sport Management, Coventry University",Sport management Institutional theory governance ,278
286,martin bollard,https://scholar.google.co.uk/citations?hl=en&user=QlLz_tsAAAAJ,Associate Head of School (Research) School of Health Coventry University,inclusive research gendered health research self management approaches ,276
287,julia wright,https://scholar.google.co.uk/citations?hl=en&user=dAcFFfgAAAAJ,"Senior Research Fellow, Centre for Agroecology, Water and Resilience, Coventry University",agroecology Cuba quantum agriculture ,273
288,JOHN N KARADELIS,https://scholar.google.co.uk/citations?hl=en&user=s8Nm8fwAAAAJ,"Senior Lecturer in Computational Mechanics, Coventry University",Stress & Structural Analysis Finite Element Analysis Structural Dynamics ,271
289,Carol Percy,https://scholar.google.co.uk/citations?hl=en&user=NTRlz50AAAAJ,"Senior Lecturer, Coventry University",health psychology PCOS polycystic ovary syndrome long term conditions self-management ,265
290,Simon Huston,https://scholar.google.co.uk/citations?hl=en&user=TkV0PBUAAAAJ,Coventry University,public health performance green infrastructure feasibility sustainable development ,264
291,Sam Waldron,https://scholar.google.co.uk/citations?hl=en&user=TdnvLwUAAAAJ,Coventry University,Child literacy technology language ,264
292,Dr Babatunde Anifowose,https://scholar.google.co.uk/citations?hl=en&user=EuMm7oUAAAAJ,"Senior Lecturer & Course Director in Petroleum & Environmental Technology, Coventry …",Sustainability Sustainable Development Environmental Assessment Artificial Intelligence & Machine Learning in … ,263
293,Dr Abdullahi Ahmed,https://scholar.google.co.uk/citations?hl=en&user=2UOcfbsAAAAJ,Coventry University,Building performance Modelling Building Information Modelling Green Buildings ,258
294,Ke Li,https://scholar.google.co.uk/citations?hl=en&user=gLmp7MMAAAAJ,"Assistant Professor in power electronics, Coventry University",power electronics wide bandgap power semiconductor devices device characterisation device modeling EMI ,257
295,Ellen Hatch,https://scholar.google.co.uk/citations?hl=en&user=9th6O10AAAAJ,Lecturer in Pharmacology Coventry University,Mitochonria Aging Pharmacogenomics ,255
296,Sarkar Kabir,https://scholar.google.co.uk/citations?hl=en&user=A1USZtAAAAAJ,"Associate Professor and Finance Subject Lead, School of Economics, Finance and …",Finance Banking Islamic Finance and Commodity Market ,255
297,Abdul Khadar Syed,https://scholar.google.co.uk/citations?hl=en&user=Bv-uivkAAAAJ,Coventry University,,254
298,Seyed M. Shariatipour,https://scholar.google.co.uk/citations?hl=en&user=0V8OMSYAAAAJ,Senior Lecturer in Petroleum Reservoir Management at Coventry University,Reservoir Simulation Geological Carbon Dioxide Storage Multiphase Flow Flow in Porous Media ,248
299,Server Kasap,https://scholar.google.co.uk/citations?hl=en&user=YvkHKmkAAAAJ,"Lecturer, School of Computing, Electronics and Mathematics, Coventry University",High Performance Reconfigurable Computing Fault-Tolerant Hardware Architectures Hardware/Software Co-design Scientific Comput ,247
300,Christine Grant,https://scholar.google.co.uk/citations?hl=en&user=3zxoDsgAAAAJ,Coventry University,Agile working technology remote working e-competencies psychometrics ,246
301,Chuck Thiessen,https://scholar.google.co.uk/citations?hl=en&user=PlzTOSYAAAAJ,"Associate Professor, Coventry University",International relations Peacebuilding Conflict resolution ,241
302,Menoka Bal,https://scholar.google.co.uk/citations?hl=en&user=dbNlWeoAAAAJ,Coventry University,Engineering Project Management Engineering Management ,235
303,Richard Tomlins,https://scholar.google.co.uk/citations?hl=en&user=T0wclsIAAAAJ,International Centre for Transformational Entrepreneurship (ICTE) Coventry University,Social value creative economy transformational change equalities community cohesion ,234
304,Sam Amiri,https://scholar.google.co.uk/citations?hl=en&user=w8Ibb8UAAAAJ,"Lecturer in Analogue and Digital Electronics, Coventry University",Digital Design Embedded Systems Signal and Image Processing ,233
305,Jacek Lewandowski,https://scholar.google.co.uk/citations?hl=en&user=EOpuQkEAAAAJ,Coventry University,Biomedical Computing Wireless Sensor Networks ,228
306,Mafalda Stasi,https://scholar.google.co.uk/citations?hl=en&user=-8busdAAAAAJ,"SL in Cultural Studies, Coventry University",fan studies queer studies participatory audiences ,225
307,STEVE FOSTER,https://scholar.google.co.uk/citations?hl=en&user=JGbV_DEAAAAJ,"Associate Professor in Law, Coventry University",Human Rights Prisoners' Rights Constitutional Law ,224
308,Patricia Bluteau,https://scholar.google.co.uk/citations?hl=en&user=nu6BctsAAAAJ,Coventry University,inter-professional education auto-ethnography online learning ,224
309,Aybulat Yanturin,https://scholar.google.co.uk/citations?hl=en&user=VfORYEMAAAAJ,Coventry University,Finance ,223
310,Donna-Lynn Shepherd,https://scholar.google.co.uk/citations?hl=en&user=-7tHKFIAAAAJ,"Senior Research Assistant, Research Centre for Psychology, Behaviour and Achievement …",Psychology Education Conservation ,218
311,Halima balogun,https://scholar.google.co.uk/citations?hl=en&user=7wwIT7oAAAAJ,Coventry University,general ,218
312,Daniel Goldsmith,https://scholar.google.co.uk/citations?hl=en&user=MsqMxbIAAAAJ,Coventry University,wireless sensor networks ,215
313,Muhammad Marwan Muhammad Fuad,https://scholar.google.co.uk/citations?hl=en&user=_viSIhoAAAAJ,Senior Lecturer In Computer Science and Cyber Security - Coventry University,,213
314,Carlos Ferreira,https://scholar.google.co.uk/citations?hl=en&user=c81FKLcAAAAJ,"Assistant Professor, Coventry University",Critical Management Business and Society ,212
